num_recreated_workers,episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,info/last_target_update_ts,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,counters/last_target_update_ts,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/default_policy/td_error,info/learner/default_policy/train,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/mean_q,info/learner/default_policy/learner_stats/min_q,info/learner/default_policy/learner_stats/max_q,info/learner/default_policy/learner_stats/mean_td_error
0,nan,nan,nan,nan,0,0,0,1000,32,1000,32,1000,32,1000,32,1000,False,0,1,c746e_00005,1577a06f2acd4f8e893a5994fb115832,2022-10-12_02-02-41,1665532961,13.332577466964722,13.332577466964722,222931,dmi-cl-node027.dmi.p.unibas.ch,10.34.59.27,13.332577466964722,0,1,12.1499502658844,1000,32,1000,32,0,nan,nan,nan,nan,0,0,[],[],109.695,43.551,734.767,775.324,41.273,0.041,1000,32,1000,32,0,1.7999999999999998,4.578947368421051,[],[],"[ 0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",,6.25000029685907e-05,0.0,0.0,0.0,-0.03125
0,200.0,155.0,177.5,2996.0,2,0,0,2000,8032,2000,8032,1000,8000,2000,8000,2000,False,2,2,c746e_00005,1577a06f2acd4f8e893a5994fb115832,2022-10-12_02-06-31,1665533191,132.54760360717773,145.88018107414246,222931,dmi-cl-node027.dmi.p.unibas.ch,10.34.59.27,145.88018107414246,0,2,12.1499502658844,2000,8032,2000,8032,0,200.0,155.0,177.5,2996.0,2,0,"[200.0, 155.0]","[3624, 2368]",523.936,95.276,335.867,22.07,1449.91,0.032,2000,8032,2000,8032,0,1.778947368421053,5.336532507739939,"[200.0, 155.0]","[3624, 2368]","[ 0.00624917  0.01085434  0.01085434  0.0157483   0.01152618  0.01152618
  0.01085434  0.01182131  0.01182131 -0.9881787   0.01085434 -0.9842517
  0.01152618 -0.9937508   0.0157483  -0.9881787  -0.9937508   0.01152618
 -0.9937508   0.00608119 -0.9842517   0.0157483   0.0157483   0.0157483
  0.01182131  0.0157483  -0.9937508   0.0157483   0.0157483   0.0157483
  0.01085434  0.01182131]",,6.25000029685907e-05,0.011933206,0.0060811928,0.0157483,-0.23806679
0,200.0,155.0,178.75,2638.5,2,0,0,3000,16032,3000,16032,1000,8000,3000,8000,3000,False,4,3,c746e_00005,1577a06f2acd4f8e893a5994fb115832,2022-10-12_02-08-46,1665533326,134.15201711654663,280.0321981906891,222931,dmi-cl-node027.dmi.p.unibas.ch,10.34.59.27,280.0321981906891,0,3,12.1499502658844,3000,16032,3000,16032,0,200.0,155.0,178.75,2638.5,2,0,"[200.0, 155.0, 180.0, 180.0]","[3624, 2368, 2386, 2176]",547.809,74.469,429.707,18.749,1706.738,0.034,3000,16032,3000,16032,0,1.7957219251336902,5.744385026737967,"[200.0, 155.0, 180.0, 180.0]","[3624, 2368, 2386, 2176]","[ 0.01290273  0.01098369  0.01858686  0.01858686  0.02607436  0.01098369
 -0.97392565  0.02607436  0.01858686  0.01290273  0.02076976  0.01098369
  0.01098369  0.02607436  0.02296173  0.02076976  0.01290273  0.02076976
  0.02607436  0.02076976  0.02076976  0.02607436  0.01858686  0.02076976
  0.02076976  0.02296173  0.02607436  0.02607436  0.02296173 -0.9792302
  0.01858686  0.01290273]",,6.25000029685907e-05,0.019753695,0.010983694,0.026074365,-0.042746305
0,200.0,120.0,167.0,2503.6,1,0,0,4000,24032,4000,24032,1000,8000,4000,8000,4000,False,5,4,c746e_00005,1577a06f2acd4f8e893a5994fb115832,2022-10-12_02-11-06,1665533466,139.79314303398132,419.8253412246704,222931,dmi-cl-node027.dmi.p.unibas.ch,10.34.59.27,419.8253412246704,0,4,12.1499502658844,4000,24032,4000,24032,0,200.0,120.0,167.0,2503.6,1,0,"[200.0, 155.0, 180.0, 180.0, 120.0]","[3624, 2368, 2386, 2176, 1964]",551.034,85.412,374.654,18.01,1776.775,0.034,4000,24032,4000,24032,0,1.796296296296297,5.874603174603174,"[200.0, 155.0, 180.0, 180.0, 120.0]","[3624, 2368, 2386, 2176, 1964]","[ 0.03375521  0.03375521  0.01880762  0.02713434  0.02713434  0.03375521
  0.01880762  0.03375521  0.02380641  0.02713434  0.02713434  0.02713434
  0.02713434  0.02380641  0.03158749 -0.97286564  0.02713434  0.01880762
 -0.9684125   0.02380641  0.02713434  0.01544612  0.01880762  0.03375521
  0.03375521  0.03375521  0.01880762 -0.98119235 -0.97286564 -0.9662448
  0.02380641  0.02713434]",,6.25000029685907e-05,0.026725372,0.015446125,0.033755213,-0.12952463
0,500.0,120.0,222.14285714285714,2719.1428571428573,2,0,0,5000,32032,5000,32032,1000,8000,5000,8000,5000,False,7,5,c746e_00005,1577a06f2acd4f8e893a5994fb115832,2022-10-12_02-13-21,1665533601,134.62453627586365,554.4498775005341,222931,dmi-cl-node027.dmi.p.unibas.ch,10.34.59.27,554.4498775005341,0,5,12.1499502658844,5000,32032,5000,32032,0,500.0,120.0,222.14285714285714,2719.1428571428573,2,0,"[200.0, 155.0, 180.0, 180.0, 120.0, 220.0, 500.0]","[3624, 2368, 2386, 2176, 1964, 2618, 3898]",541.091,67.025,477.432,15.927,2009.22,0.035,5000,32032,5000,32032,0,1.7984042553191497,6.030851063829788,"[200.0, 155.0, 180.0, 180.0, 120.0, 220.0, 500.0]","[3624, 2368, 2386, 2176, 1964, 2618, 3898]","[ 0.04088771  0.04088771  0.04088771  0.0244978   0.029791   -0.970209
  0.03823194  0.03823194  0.03349927  0.04088771  0.029791   -0.9755022
  0.029791   -0.96650076  0.04088771  0.02001641  0.03823194 -0.96176803
  0.029791    0.0244978   0.03823194  0.029791    0.02001641 -0.970209
  0.04088771  0.02001641  0.03823194  0.029791    0.03349927  0.0244978
  0.03349927  0.02001641]",,6.25000029685907e-05,0.032034367,0.020016411,0.040887706,-0.12421563
