num_recreated_workers,episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,info/last_target_update_ts,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,counters/last_target_update_ts,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/default_policy/td_error,info/learner/default_policy/train,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/mean_q,info/learner/default_policy/learner_stats/min_q,info/learner/default_policy/learner_stats/max_q,info/learner/default_policy/learner_stats/mean_td_error
0,nan,nan,nan,nan,0,0,0,1000,32,1000,32,1000,32,1000,32,1000,False,0,1,c746e_00002,e2e0b91329834e80bb322b0889caeb44,2022-10-12_02-01-20,1665532880,14.021789312362671,14.021789312362671,222559,dmi-cl-node027.dmi.p.unibas.ch,10.34.59.27,14.021789312362671,0,1,12.012248277664185,1000,32,1000,32,0,nan,nan,nan,nan,0,0,[],[],148.689,95.448,335.262,1046.826,30.569,0.041,1000,32,1000,32,0,1.7999999999999996,3.8800000000000012,[],[],"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0.]",,6.25000029685907e-05,0.0,0.0,0.0,0.03125
0,nan,nan,nan,nan,0,0,0,2000,8032,2000,8032,1000,8000,2000,8000,2000,False,0,2,c746e_00002,e2e0b91329834e80bb322b0889caeb44,2022-10-12_02-06-31,1665533191,131.51170086860657,145.53349018096924,222559,dmi-cl-node027.dmi.p.unibas.ch,10.34.59.27,145.53349018096924,0,2,12.012248277664185,2000,8032,2000,8032,0,nan,nan,nan,nan,0,0,[],[],529.763,65.292,490.103,18.792,1702.821,0.03,2000,8032,2000,8032,0,1.7723112128146459,5.061556064073227,[],[],"[-0.01213005  0.9895722   0.9878699  -0.01042779  0.991604   -0.01213005
 -0.01254424 -0.01107921 -0.01042779 -0.01213005  0.9874558  -0.01254424
 -0.01107921  0.9895722  -0.01107921 -0.00714611  0.9889208   0.9895722
 -0.01042779  0.9928539  -0.01213005  0.9874558  -0.01042779 -0.008396
  0.991604   -0.01213005 -0.01254424 -0.01042779  0.9928539   0.9895722
  0.9874558  -0.01107921]",,6.25000029685907e-05,-0.010747444,-0.012544242,-0.007146106,0.39550257
0,-20.0,-20.0,-20.0,4887.0,1,0,0,3000,16032,3000,16032,1000,8000,3000,8000,3000,False,1,3,c746e_00002,e2e0b91329834e80bb322b0889caeb44,2022-10-12_02-08-43,1665533323,132.52144193649292,278.05493211746216,222559,dmi-cl-node027.dmi.p.unibas.ch,10.34.59.27,278.05493211746216,0,3,12.012248277664185,3000,16032,3000,16032,0,-20.0,-20.0,-20.0,4887.0,1,0,[-20.0],[4887],537.33,73.169,437.343,19.304,1657.68,0.029,3000,16032,3000,16032,0,1.7972972972972976,5.7427027027027036,[-20.0],[4887],"[-0.01908736  0.97955275 -0.02141085 -0.01436303 -0.01781904 -0.02094432
 -0.02044726 -0.01908736 -0.01908736 -0.02044726  0.9785892  -0.02044726
 -0.01781904 -0.01781904 -0.01908736 -0.01781904 -0.01781904 -0.01781904
  0.9809126  -0.02094432 -0.02141085 -0.02141085  0.9790557  -0.02044726
 -0.02141085 -0.02094432 -0.02141085  0.98563695 -0.02044726 -0.01781904
 -0.02044726  0.97955275]",,6.25000029685907e-05,-0.019522395,-0.021410849,-0.014363028,0.1679776
0,-20.0,-20.0,-20.0,4589.0,1,0,0,4000,24032,4000,24032,1000,8000,4000,8000,4000,False,2,4,c746e_00002,e2e0b91329834e80bb322b0889caeb44,2022-10-12_02-11-02,1665533462,138.56180095672607,416.61673307418823,222559,dmi-cl-node027.dmi.p.unibas.ch,10.34.59.27,416.61673307418823,0,4,12.012248277664185,4000,24032,4000,24032,0,-20.0,-20.0,-20.0,4589.0,1,0,"[-20.0, -20.0]","[4887, 4291]",538.468,80.013,399.935,16.394,1951.94,0.03,4000,24032,4000,24032,0,1.7978494623655918,5.871505376344086,"[-20.0, -20.0]","[4887, 4291]","[ 0.9804082  -0.02869443 -0.02676771 -0.02630311  0.97130555 -0.02630311
 -0.02869443 -0.02676771 -0.02698183 -0.02698183 -0.02698183 -0.02869443
 -0.02698183 -0.01959184 -0.02296901 -0.02869443 -0.02296901 -0.02869443
  0.97130555  0.97301817 -0.02630311 -0.01959184 -0.02869443 -0.02698183
 -0.02296901 -0.01959184 -0.02676771 -0.02698183 -0.02698183 -0.02676771
 -0.02676771  0.977031  ]",,6.25000029685907e-05,-0.025887541,-0.02869443,-0.019591838,0.13036245
0,-19.0,-20.0,-19.666666666666668,4339.333333333333,1,0,0,5000,32032,5000,32032,1000,8000,5000,8000,5000,False,3,5,c746e_00002,e2e0b91329834e80bb322b0889caeb44,2022-10-12_02-13-16,1665533596,133.69108176231384,550.3078148365021,222559,dmi-cl-node027.dmi.p.unibas.ch,10.34.59.27,550.3078148365021,0,5,12.012248277664185,5000,32032,5000,32032,0,-19.0,-20.0,-19.666666666666668,4339.333333333333,1,0,"[-20.0, -20.0, -19.0]","[4887, 4291, 3840]",529.367,66.315,482.543,19.45,1645.249,0.03,5000,32032,5000,32032,0,1.796791443850268,6.0278074866310165,"[-20.0, -20.0, -19.0]","[4887, 4291, 3840]","[ 0.96741164 -0.03258836  0.9640099  -0.02336151 -0.03258836 -0.02815118
 -0.03354884 -0.03258836 -0.03258836 -0.03354884 -0.03599013 -0.03178525
 -0.03178525 -0.03178525 -0.03354884  0.96821475  0.96821475 -0.03599013
  0.97184885 -0.03599013 -0.03258836  0.96645117 -0.02815118  0.96821475
  0.96741164 -0.03354884 -0.03178525 -0.02815118 -0.03354884  0.97184885
 -0.03178525 -0.03178525]",,6.25000029685907e-05,-0.031986147,-0.035990126,-0.023361512,0.24926385
